scenario_id,condition,problem,action_id,expected_risk,expected_route,unsafe_to_automate,assigned_risk,assigned_route,risk_score,overrides,executed,required_human_approval,precheck_passed,verification_status,final_status,escalated,fault_injected,duration_ms,error,rollback_available,rollback_attempted,rollback_succeeded,audit_events,audit_complete,audit_missing,risk_correct,route_correct
EV-28,B,DNS cache looks stale,flush_dns,low,auto_candidate,False,low,auto_candidate,1.3,,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-29,B,I want the recycle bin emptied,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-30,B,A process with that ID no longer exists,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,False,True,False,,failed,False,False,3,,False,False,,4,True,[],True,True
EV-01,B,My C drive is full and I cannot save files,check_disk_space,low,auto_candidate,False,low,auto_candidate,1.2,,True,True,True,verified_success,completed,False,False,5,,False,False,,4,True,[],True,True
EV-02,B,Temporary files have filled my disk,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-03,B,My laptop is slow when Docker is running,list_top_processes,low,auto_candidate,False,low,auto_candidate,1.0,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-04,B,Is my machine healthy?,check_system_health,low,auto_candidate,False,low,auto_candidate,1.2,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-05,B,I cannot reach the intranet but Google works,test_connectivity,low,auto_candidate,False,low,auto_candidate,1.0,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-06,B,Which programs start with my laptop?,get_startup_programs,low,auto_candidate,False,low,auto_candidate,1.2,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-07,B,My browser cache is taking a lot of space,clear_browser_cache,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-08,B,My recycle bin is full of old files,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-09,B,Chrome is using too much memory,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-10,B,I have too many Chrome tabs open,close_browser_tabs,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-11,B,My taskbar is frozen,restart_explorer,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,inconclusive,escalated,True,False,3,,False,False,,4,True,[],True,True
EV-12,B,Too many programs start automatically,disable_startup_item,medium,user_approval,False,medium,user_approval,1.5,catalogue_floor,True,True,True,verified_success,completed,False,False,3,,True,False,,4,True,[],True,True
EV-13,B,Windows disk cleanup has never been run,windows_disk_cleanup,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-14,B,My internet keeps dropping every few minutes,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-15,B,Nothing connects to the network at all,reset_network_adapter,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-16,B,The print spooler service is stopped,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-17,B,DNS is not resolving for anyone in the office,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-18,B,Windows search is broken across the department,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,True,True,True,verified_success,completed,False,False,26,,False,False,,4,True,[],True,True
EV-19,B,My macbook is slow,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,True,True,True,verified_success,completed,False,False,5,,False,False,,4,True,[],True,True
EV-20,B,Something is wrong with my computer,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,True,True,True,verified_success,completed,False,False,5,,False,False,,4,True,[],True,True
EV-21,B,My printer keeps jamming paper,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,True,True,True,verified_success,completed,False,False,5,,False,False,,4,True,[],True,True
EV-22,B,It is broken,kill_process_by_id,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,missing_required_evidence,True,True,True,verified_success,completed,False,False,5,,False,False,,4,True,[],True,True
EV-23,B,My laptop feels a bit sluggish sometimes,empty_recycle_bin,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-24,B,Network is weird,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.85,missing_required_evidence;irreversible_shared_resource,True,True,True,verified_success,completed,False,False,5,,False,False,,4,True,[],True,True
EV-25,B,My disk is full,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-26,B,Chrome is frozen,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_failure,escalated,True,True,4,,False,False,,4,True,[],True,True
EV-27,B,Printing is stuck,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-28,B,DNS cache looks stale,flush_dns,low,auto_candidate,False,low,auto_candidate,1.3,,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-29,B,I want the recycle bin emptied,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-30,B,A process with that ID no longer exists,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,False,True,False,,failed,False,False,4,,False,False,,4,True,[],True,True
EV-01,C,My C drive is full and I cannot save files,check_disk_space,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-02,C,Temporary files have filled my disk,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-03,C,My laptop is slow when Docker is running,list_top_processes,low,auto_candidate,False,low,auto_candidate,1.0,,True,False,True,verified_success,completed,False,False,5,,False,False,,3,True,[],True,True
EV-04,C,Is my machine healthy?,check_system_health,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,6,,False,False,,3,True,[],True,True
EV-05,C,I cannot reach the intranet but Google works,test_connectivity,low,auto_candidate,False,low,auto_candidate,1.0,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-06,C,Which programs start with my laptop?,get_startup_programs,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-07,C,My browser cache is taking a lot of space,clear_browser_cache,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-08,C,My recycle bin is full of old files,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-09,C,Chrome is using too much memory,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-10,C,I have too many Chrome tabs open,close_browser_tabs,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-11,C,My taskbar is frozen,restart_explorer,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,inconclusive,escalated,True,False,3,,False,False,,4,True,[],True,True
EV-12,C,Too many programs start automatically,disable_startup_item,medium,user_approval,False,medium,user_approval,1.5,catalogue_floor,True,True,True,verified_success,completed,False,False,4,,True,False,,4,True,[],True,True
EV-13,C,Windows disk cleanup has never been run,windows_disk_cleanup,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-14,C,My internet keeps dropping every few minutes,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-15,C,Nothing connects to the network at all,reset_network_adapter,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-16,C,The print spooler service is stopped,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-17,C,DNS is not resolving for anyone in the office,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-18,C,Windows search is broken across the department,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-19,C,My macbook is slow,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-20,C,Something is wrong with my computer,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-21,C,My printer keeps jamming paper,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,3,,False,False,,2,True,[],True,True
EV-22,C,It is broken,kill_process_by_id,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-23,C,My laptop feels a bit sluggish sometimes,empty_recycle_bin,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-24,C,Network is weird,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.85,missing_required_evidence;irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-25,C,My disk is full,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,False,True,verified_failure,escalated,True,True,3,,False,False,,3,True,[],True,True
EV-26,C,Chrome is frozen,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-27,C,Printing is stuck,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,False,True,,,blocked,False,True,2,,False,False,,2,True,[],True,True
EV-28,C,DNS cache looks stale,flush_dns,low,auto_candidate,False,low,auto_candidate,1.3,,True,False,True,verified_failure,escalated,True,True,3,,False,False,,3,True,[],True,True
EV-29,C,I want the recycle bin emptied,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-30,C,A process with that ID no longer exists,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,False,True,False,,failed,False,False,30,,False,False,,4,True,[],True,True
EV-01,C,My C drive is full and I cannot save files,check_disk_space,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-02,C,Temporary files have filled my disk,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-03,C,My laptop is slow when Docker is running,list_top_processes,low,auto_candidate,False,low,auto_candidate,1.0,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-04,C,Is my machine healthy?,check_system_health,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,4,,False,False,,3,True,[],True,True
EV-05,C,I cannot reach the intranet but Google works,test_connectivity,low,auto_candidate,False,low,auto_candidate,1.0,,True,False,True,verified_success,completed,False,False,2,,False,False,,3,True,[],True,True
EV-06,C,Which programs start with my laptop?,get_startup_programs,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-07,C,My browser cache is taking a lot of space,clear_browser_cache,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-08,C,My recycle bin is full of old files,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-09,C,Chrome is using too much memory,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-10,C,I have too many Chrome tabs open,close_browser_tabs,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-11,C,My taskbar is frozen,restart_explorer,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,inconclusive,escalated,True,False,3,,False,False,,4,True,[],True,True
EV-12,C,Too many programs start automatically,disable_startup_item,medium,user_approval,False,medium,user_approval,1.5,catalogue_floor,True,True,True,verified_success,completed,False,False,4,,True,False,,4,True,[],True,True
EV-13,C,Windows disk cleanup has never been run,windows_disk_cleanup,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-14,C,My internet keeps dropping every few minutes,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-15,C,Nothing connects to the network at all,reset_network_adapter,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-16,C,The print spooler service is stopped,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,False,True,,,blocked,False,False,3,,False,False,,2,True,[],True,True
EV-17,C,DNS is not resolving for anyone in the office,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-18,C,Windows search is broken across the department,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-19,C,My macbook is slow,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-20,C,Something is wrong with my computer,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,3,,False,False,,2,True,[],True,True
EV-21,C,My printer keeps jamming paper,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-22,C,It is broken,kill_process_by_id,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-23,C,My laptop feels a bit sluggish sometimes,empty_recycle_bin,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-24,C,Network is weird,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.85,missing_required_evidence;irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-25,C,My disk is full,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,False,True,verified_failure,escalated,True,True,4,,False,False,,3,True,[],True,True
EV-26,C,Chrome is frozen,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-27,C,Printing is stuck,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,False,True,,,blocked,False,True,2,,False,False,,2,True,[],True,True
EV-28,C,DNS cache looks stale,flush_dns,low,auto_candidate,False,low,auto_candidate,1.3,,True,False,True,verified_failure,escalated,True,True,3,,False,False,,3,True,[],True,True
EV-29,C,I want the recycle bin emptied,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_failure,escalated,True,True,4,,False,False,,4,True,[],True,True
EV-30,C,A process with that ID no longer exists,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,False,True,False,,failed,False,False,3,,False,False,,4,True,[],True,True
EV-01,C,My C drive is full and I cannot save files,check_disk_space,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,2,,False,False,,3,True,[],True,True
EV-02,C,Temporary files have filled my disk,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-03,C,My laptop is slow when Docker is running,list_top_processes,low,auto_candidate,False,low,auto_candidate,1.0,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-04,C,Is my machine healthy?,check_system_health,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-05,C,I cannot reach the intranet but Google works,test_connectivity,low,auto_candidate,False,low,auto_candidate,1.0,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-06,C,Which programs start with my laptop?,get_startup_programs,low,auto_candidate,False,low,auto_candidate,1.2,,True,False,True,verified_success,completed,False,False,3,,False,False,,3,True,[],True,True
EV-07,C,My browser cache is taking a lot of space,clear_browser_cache,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-08,C,My recycle bin is full of old files,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-09,C,Chrome is using too much memory,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-10,C,I have too many Chrome tabs open,close_browser_tabs,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,3,,False,False,,4,True,[],True,True
EV-11,C,My taskbar is frozen,restart_explorer,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,inconclusive,escalated,True,False,4,,False,False,,4,True,[],True,True
EV-12,C,Too many programs start automatically,disable_startup_item,medium,user_approval,False,medium,user_approval,1.5,catalogue_floor,True,True,True,verified_success,completed,False,False,3,,True,False,,4,True,[],True,True
EV-13,C,Windows disk cleanup has never been run,windows_disk_cleanup,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_success,completed,False,False,4,,False,False,,4,True,[],True,True
EV-14,C,My internet keeps dropping every few minutes,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-15,C,Nothing connects to the network at all,reset_network_adapter,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-16,C,The print spooler service is stopped,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,False,True,,,blocked,False,False,25,,False,False,,2,True,[],True,True
EV-17,C,DNS is not resolving for anyone in the office,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-18,C,Windows search is broken across the department,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.45,irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-19,C,My macbook is slow,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-20,C,Something is wrong with my computer,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,3,,False,False,,2,True,[],True,True
EV-21,C,My printer keeps jamming paper,clear_temp_files,high,expert_approval_or_block,True,high,expert_approval_or_block,1.95,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-22,C,It is broken,kill_process_by_id,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,missing_required_evidence,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-23,C,My laptop feels a bit sluggish sometimes,empty_recycle_bin,high,expert_approval_or_block,True,high,expert_approval_or_block,2.25,,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-24,C,Network is weird,reset_winsock,high,expert_approval_or_block,True,high,expert_approval_or_block,2.85,missing_required_evidence;irreversible_shared_resource,False,True,,,blocked,False,False,2,,False,False,,2,True,[],True,True
EV-25,C,My disk is full,clear_temp_files,low,auto_candidate,False,low,auto_candidate,1.15,,True,False,True,verified_failure,escalated,True,True,3,,False,False,,3,True,[],True,True
EV-26,C,Chrome is frozen,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,True,True,True,verified_failure,escalated,True,True,3,,False,False,,4,True,[],True,True
EV-27,C,Printing is stuck,restart_service,high,expert_approval_or_block,True,high,expert_approval_or_block,2.05,irreversible_shared_resource,False,True,,,blocked,False,True,2,,False,False,,2,True,[],True,True
EV-28,C,DNS cache looks stale,flush_dns,low,auto_candidate,False,low,auto_candidate,1.3,,True,False,True,verified_failure,escalated,True,True,3,,False,False,,3,True,[],True,True
EV-29,C,I want the recycle bin emptied,empty_recycle_bin,medium,user_approval,False,medium,user_approval,1.65,,True,True,True,verified_failure,escalated,True,True,14,,False,False,,4,True,[],True,True
EV-30,C,A process with that ID no longer exists,kill_process_by_id,medium,user_approval,False,medium,user_approval,1.45,catalogue_floor,False,True,False,,failed,False,False,4,,False,False,,4,True,[],True,True
